Format=7,5610,,,Right Foot,,,,,,,,,,,5611,,,Left Foot,,,,,,,,,,,5617,,,Lumbar,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1588062568080714,17.885089,3.202381,-11.190914,0.724629,-2.019174,0.204104,-20.878110,-16.602068,-5.721953,4636849770510863400.000000,0.748930,0.207148,-0.556606,0.293911,18.322385,1.127078,1.052194,1.237659,-2.547483,0.357680,-10.608092,-21.910574,-4.746606,4636847546386350100.000000,0.436864,0.416111,-0.764588,0.226732,0.323906,-0.005694,-9.894510,-0.001068,0.002634,0.000000,-27.291749,-7.386251,13.992966,4636847009515438100.000000,0.016826,0.115548,-0.993155,0.002854
1588062568088526,18.583030,4.001953,-7.672497,0.381564,-2.214073,0.410576,-20.972296,-16.455624,-5.397485,4636849801244180500.000000,0.743399,0.209869,-0.562860,0.294111,18.338902,0.816855,1.554648,1.418368,-2.597020,0.341092,-10.767694,-21.733972,-3.917536,4636847546386350100.000000,0.426497,0.419757,-0.768252,0.227362,0.317392,-0.017901,-9.899384,-0.001566,0.003703,0.000000,-27.047603,-7.470931,13.940855,4636847009515438100.000000,0.016826,0.115549,-0.993155,0.002851
1588062568096338,17.554715,7.586323,-0.724704,0.013260,-2.307475,0.289837,-21.120494,-16.295198,-5.202165,4636849801244180500.000000,0.738045,0.211876,-0.569666,0.293051,18.723581,-0.030547,1.928407,1.635957,-2.572876,0.320914,-10.925626,-21.629850,-3.122864,4636847562660163600.000000,0.415803,0.423747,-0.771543,0.228620,0.323086,-0.018721,-9.912412,-0.001140,0.003276,0.000000,-26.957179,-7.391221,13.940855,4636847009515438100.000000,0.016824,0.115551,-0.993155,0.002850
1588062568104150,13.962002,2.852612,2.631991,-0.244641,-2.258557,0.153267,-21.279169,-16.199267,-4.778555,4636849801244180500.000000,0.733111,0.213372,-0.576468,0.291042,19.284922,-1.232593,2.288345,1.960979,-2.538242,0.342747,-10.932101,-21.446741,-2.602758,4636847761134714900.000000,0.404594,0.428106,-0.774407,0.230916,0.335292,-0.006515,-9.906719,0.000000,0.002136,0.000000,-27.116615,-7.305719,13.895319,4636847009515438100.000000,0.016818,0.115552,-0.993155,0.002853
1588062568111962,9.271897,-5.594223,2.168301,0.063383,-2.124026,0.339522,-21.375110,-16.051090,-4.398381,4636849801244180500.000000,0.727957,0.215162,-0.582649,0.290352,19.149475,-2.328766,3.070200,2.369516,-2.474691,0.384221,-11.017543,-21.270115,-1.976752,4636847761134714900.000000,0.392789,0.432857,-0.776739,0.234581,0.324734,-0.011382,-9.911586,0.000000,0.003132,0.000000,-27.320909,-7.391911,13.848886,4636846959456967700.000000,0.016815,0.115553,-0.993155,0.002856
1588062568119774,5.633304,-8.512557,-0.827970,0.929447,-2.002547,0.477232,-21.512839,-16.028320,-4.032165,4636849801244180500.000000,0.722143,0.218949,-0.587575,0.292106,17.768590,-3.016519,2.573890,2.793681,-2.445492,0.436970,-11.103005,-21.165969,-1.150443,4636847761134714900.000000,0.380229,0.437987,-0.778574,0.239617,0.322256,-0.024415,-9.907547,-0.000498,0.003775,0.000000,-27.331645,-7.477448,13.940760,4636846902141255700.000000,0.016815,0.115554,-0.993155,0.002858
1588062568127586,6.435654,-4.137150,-2.644347,1.300035,-1.880490,0.383867,-21.742946,-16.028320,-3.582349,4636849801244180500.000000,0.716343,0.223840,-0.591609,0.294529,15.953211,-2.651352,0.903218,3.141854,-2.435026,0.495289,-11.182905,-20.969954,-0.208948,4636847761134714900.000000,0.366964,0.443348,-0.779987,0.245762,0.330430,-0.018726,-9.905063,-0.000570,0.003204,0.000000,-27.246923,-7.391287,14.129536,4636846902141255700.000000,0.016813,0.115555,-0.993155,0.002859
1588062568135398,9.329287,1.023237,-1.854691,0.818973,-1.803392,0.196081,-21.913912,-15.881963,-3.191655,4636849801244180500.000000,0.711308,0.227715,-0.595775,0.295362,14.513177,-1.624730,-1.106768,3.169830,-2.372386,0.562151,-11.187736,-20.621517,0.895331,4636847761134714900.000000,0.353688,0.448379,-0.781209,0.252137,0.328769,-0.023583,-9.924619,0.000000,0.003204,0.000498,-27.320868,-7.305715,14.142824,4636846902141255700.000000,0.016811,0.115555,-0.993155,0.002862
1588062568143210,12.203174,1.339755,-0.231686,0.214008,-1.760494,0.092701,-21.936705,-15.648361,-2.750550,4636849341540301800.000000,0.706993,0.230089,-0.600396,0.294524,13.522645,-1.447880,-2.019462,2.958395,-2.124396,0.642149,-11.116101,-20.341697,1.920641,4636847777328133100.000000,0.341381,0.452529,-0.782259,0.258355,0.336120,-0.030935,-9.913244,-0.000498,0.003204,0.000571,-27.445431,-7.352046,13.993016,4636846902141255700.000000,0.016809,0.115554,-0.993155,0.002864
1588062568151022,13.007445,-0.308765,-0.165486,0.026504,-1.738504,0.185290,-21.936705,-15.613269,-2.528840,4636849264373268500.000000,0.702759,0.231693,-0.605228,0.293508,12.560024,-0.728895,-2.855161,2.826658,-1.950552,0.780718,-11.212848,-20.066656,2.929574,4636847975883079700.000000,0.329630,0.455815,-0.783299,0.264611,0.329600,-0.018728,-9.900204,-0.000571,0.003204,0.000000,-27.411462,-7.437492,13.946541,4636846902141255700.000000,0.016807,0.115555,-0.993155,0.002865
1588062568158834,11.840886,-0.511041,-0.080355,0.139470,-1.725681,0.246843,-22.072570,-15.686428,-2.262140,4636849264373268500.000000,0.698351,0.233437,-0.609924,0.292927,12.176950,2.082478,-3.141897,2.679087,-1.755909,0.841367,-11.298280,-19.706292,3.735072,4636847975883079700.000000,0.318616,0.458445,-0.784208,0.270793,0.323914,-0.017893,-9.911575,-0.001493,0.002209,0.000000,-27.286054,-7.517253,13.998548,4636846952152090600.000000,0.016801,0.115556,-0.993155,0.002862
1588062568166646,11.006596,-0.416896,0.210689,0.159461,-1.692899,0.205753,-22.231263,-15.625564,-1.824610,4636849264373268500.000000,0.694018,0.235285,-0.614444,0.292299,11.231614,5.032448,-3.356359,2.215930,-1.589405,0.785044,-11.371788,-19.260399,4.533403,4636847975883079700.000000,0.308955,0.460429,-0.785185,0.275746,0.334447,-0.030100,-9.913249,-0.001712,0.002560,0.000497,-27.281034,-7.522273,14.045036,4636847009515438100.000000,0.016797,0.115555,-0.993155,0.002858
1588062568174458,10.660869,0.025591,-0.401972,0.106122,-1.668472,0.194864,-22.316795,-15.404276,-1.601121,4636849264373268500.000000,0.689775,0.236978,-0.618923,0.291524,9.581881,7.032101,-5.329205,1.618136,-1.507898,0.615684,-11.310477,-18.748382,5.248694,4636847975883079700.000000,0.300770,0.462077,-0.786323,0.278779,0.354015,-0.019570,-9.900204,-0.000995,0.003775,0.001068,-27.286064,-7.477454,14.038514,4636847009515438100.000000,0.016798,0.115552,-0.993155,0.002858
1588062568182270,10.453250,0.045412,-0.606756,0.071600,-1.655185,0.226404,-22.337790,-15.233278,-1.501609,4636848896728026100.000000,0.685532,0.238477,-0.623408,0.290752,7.552191,7.119419,-5.843523,1.080947,-1.639756,0.463693,-11.402369,-18.400759,6.055389,4636847975883079700.000000,0.293294,0.463673,-0.787870,0.279726,0.342648,0.000000,-9.894521,-0.001639,0.003204,0.000571,-27.207140,-7.397047,13.993047,4636847009515438100.000000,0.016796,0.115551,-0.993155,0.002855
1588062568190082,10.759461,-0.381301,-0.424064,0.121232,-1.629723,0.209847,-22.266412,-15.273113,-1.175861,4636848742976992300.000000,0.681296,0.240110,-0.627729,0.290068,6.762617,6.144717,-7.332789,0.601657,-1.671211,0.298317,-11.548487,-18.138651,6.850251,4636847975883079700.000000,0.286753,0.465238,-0.789633,0.278937,0.323917,-0.011365,-9.899362,0.000424,0.003204,0.000000,-27.161472,-7.306552,13.986316,4636847009515438100.000000,0.016793,0.115552,-0.993155,0.002860
1588062568197894,11.233674,-0.597944,-0.568251,0.217162,-1.599210,0.184212,-22.254097,-15.220982,-0.642479,4636848727502356500.000000,0.677046,0.242019,-0.631811,0.289570,6.889245,4.697078,-5.913568,0.191758,-1.367626,0.177872,-11.389810,-17.955562,7.370227,4636847975883079700.000000,0.282013,0.466367,-0.791253,0.277288,0.317392,-0.013050,-9.912412,0.000147,0.002707,0.000000,-27.127377,-7.379582,14.083974,4636847009515438100.000000,0.016789,0.115553,-0.993155,0.002863
1588062568205706,11.356288,-0.643471,-0.733968,0.276578,-1.592917,0.175033,-22.389901,-14.928369,-0.331717,4636848727502356500.000000,0.672739,0.244091,-0.635777,0.289189,6.638080,2.638621,-5.648059,0.137338,-1.070123,0.102782,-11.249427,-17.772452,7.980592,4636847975883079700.000000,0.278366,0.467335,-0.792449,0.275925,0.317392,-0.011364,-9.918093,-0.001142,0.002136,0.000497,-27.082547,-7.590251,14.141855,4636847009515438100.000000,0.016783,0.115553,-0.993155,0.002862
1588062568213518,11.166613,-0.511190,-0.955339,0.221972,-1.611803,0.159483,-22.485916,-14.880825,-0.209407,4636848359967072300.000000,0.668428,0.246070,-0.639814,0.288602,6.641680,0.016067,-5.064021,0.385525,-0.728942,0.061107,-11.340353,-17.590279,8.583572,4636847975883079700.000000,0.275363,0.468328,-0.792920,0.275903,0.334435,-0.030096,-9.913257,0.000000,0.002633,0.000571,-27.115788,-7.647753,14.057485,4636847009515438100.000000,0.016779,0.115552,-0.993156,0.002865
1588062568221330,10.736294,-0.509183,-1.176785,0.067110,-1.647937,0.140569,-22.487800,-15.089697,-0.038664,4636848022424717300.000000,0.664171,0.247724,-0.644076,0.287534,7.068210,0.901843,-2.019623,0.765929,-0.429659,-0.014911,-11.493554,-17.418486,9.088004,4636847975883079700.000000,0.272670,0.469638,-0.792510,0.277522,0.342654,-0.030942,-9.900204,-0.000497,0.003204,0.000000,-27.240997,-7.482538,13.862177,4636846909589016600.000000,0.016776,0.115553,-0.993156,0.002866
1588062568229142,10.512603,-0.502266,-1.187644,-0.128172,-1.679082,0.107633,-22.350259,-15.198084,0.217572,4636847975883079700.000000,0.660033,0.248979,-0.648581,0.285847,6.561751,1.912735,-0.015484,0.905263,-0.232107,-0.182048,-11.560775,-17.229930,9.490801,4636847975883079700.000000,0.270511,0.471395,-0.791422,0.279753,0.323921,-0.013057,-9.900204,-0.000571,0.004198,0.000000,-27.326698,-7.477188,13.848602,4636846794767073300.000000,0.016778,0.115554,-0.993155,0.002868
1588062568236954,10.632349,-0.510946,-1.058813,-0.322394,-1.657818,0.080614,-22.264689,-15.064236,0.486081,4636847975883079700.000000,0.656140,0.249767,-0.653194,0.283608,5.835690,1.585320,1.370867,0.804843,-0.018495,-0.300117,-11.408457,-16.966290,9.901840,4636847975883079700.000000,0.269322,0.473171,-0.789991,0.281939,0.328750,-0.011357,-9.905883,0.000000,0.004347,0.000497,-27.286097,-7.562911,14.043921,4636846794767073300.000000,0.016780,0.115553,-0.993155,0.002872
1588062568244766,10.667505,-0.658894,-0.693056,-0.417962,-1.588624,0.075993,-22.316746,-15.039521,0.848608,4636847975883079700.000000,0.652495,0.250236,-0.657705,0.281170,5.202421,1.860458,2.193833,0.607236,0.235578,-0.383728,-11.340677,-16.625051,10.413576,4636847943889339400.000000,0.269373,0.474712,-0.788347,0.283893,0.330451,-0.024415,-9.912412,0.000000,0.002211,0.000571,-27.207178,-7.437146,14.142703,4636846794767073300.000000,0.016774,0.115552,-0.993156,0.002875
1588062568252578,10.491763,-0.882005,-0.676551,-0.374577,-1.489031,0.085889,-22.389990,-15.112612,1.143505,4636847792197906400.000000,0.649027,0.250672,-0.661900,0.278956,4.768555,1.741929,2.470938,0.356331,0.503740,-0.443652,-11.358835,-16.442869,10.914928,4636847538400635900.000000,0.270778,0.475872,-0.786582,0.285506,0.323069,-0.030091,-9.906735,0.000000,0.002062,0.000497,-27.127414,-7.260293,14.085086,4636846794767073300.000000,0.016767,0.115551,-0.993156,0.002877
1588062568260390,10.378212,-0.967763,-0.923772,-0.307747,-1.389989,0.086674,-22.473676,-15.124972,1.340742,4636847761134714900.000000,0.645727,0.251158,-0.665750,0.277006,4.712058,1.338085,2.681998,0.106307,0.800488,-0.491639,-11.597535,-16.277413,11.412202,4636847439012167700.000000,0.273610,0.476579,-0.784683,0.286849,0.329600,-0.030947,-9.911553,-0.000993,0.003204,0.001068,-27.088228,-7.214575,14.026306,4636846794767073300.000000,0.016765,0.115548,-0.993156,0.002877
1588062568268202,10.405847,-0.673824,-1.047907,-0.263299,-1.303606,0.087433,-22.559119,-14.916167,1.523833,4636847761134714900.000000,0.642589,0.251655,-0.669318,0.275250,4.712058,0.635154,2.606890,-0.139682,1.106333,-0.539504,-11.762074,-16.161640,11.709194,4636847439012167700.000000,0.277886,0.476818,-0.782630,0.287949,0.323927,-0.041435,-9.924619,-0.001143,0.003204,0.000572,-27.127941,-7.220249,13.986594,4636846894568853500.000000,0.016764,0.115547,-0.993156,0.002876
1588062568276014,10.527741,-0.549507,-0.999412,-0.255597,-1.221973,0.083021,-22.634121,-14.807754,1.706921,4636847761134714900.000000,0.639646,0.252089,-0.672651,0.273578,4.713870,0.168610,2.184106,-0.316980,1.388319,-0.600076,-11.852963,-15.812581,11.919014,4636847431040198700.000000,0.283414,0.476717,-0.780334,0.288959,0.328737,-0.038347,-9.913274,-0.001489,0.003204,0.000000,-27.133973,-7.187076,13.889803,4636847009515438100.000000,0.016762,0.115548,-0.993156,0.002873
1588062568283826,10.515885,-0.714557,-1.114045,-0.245242,-1.133498,0.096859,-22.571672,-14.868433,1.890009,4636847761134714900.000000,0.636896,0.252412,-0.675753,0.272049,4.747347,-0.006770,1.524486,-0.412515,1.643604,-0.683232,-12.029782,-15.405743,12.287897,4636847331637985300.000000,0.289979,0.476454,-0.777674,0.290047,0.341807,-0.012207,-9.900204,-0.002708,0.003701,0.000000,-27.048526,-7.175361,13.836659,4636847009515438100.000000,0.016763,0.115549,-0.993156,0.002866
1588062568291638,10.301809,-0.598516,-1.531942,-0.249018,-1.064773,0.106645,-22.496651,-14.943454,2.000068,4636847761134714900.000000,0.634308,0.252623,-0.678684,0.270598,4.892914,0.074609,1.024503,-0.489651,1.898070,-0.763689,-12.433484,-15.412981,12.378307,4636847331637985300.000000,0.297534,0.476031,-0.774617,0.291266,0.330464,-0.017879,-9.900204,-0.001144,0.003776,0.000000,-27.002775,-7.293977,13.888568,4636847009515438100.000000,0.016763,0.115551,-0.993156,0.002866
1588062568299450,10.130761,-0.479826,-1.588734,-0.294690,-1.015152,0.115188,-22.350372,-14.891455,2.160323,4636847761134714900.000000,0.631876,0.252641,-0.681538,0.269092,5.006387,0.269478,0.655559,-0.591874,2.137449,-0.834859,-12.823202,-15.502497,12.393686,4636847331637985300.000000,0.306062,0.475395,-0.771207,0.292515,0.317392,-0.018743,-9.905876,0.000000,0.003204,0.000000,-27.076508,-7.464883,13.946527,4636847009515438100.000000,0.016761,0.115552,-0.993156,0.002869
1588062568307262,9.930306,-0.495191,-1.566089,-0.329682,-0.971803,0.124647,-22.327341,-14.880825,2.268619,4636847761134714900.000000,0.629574,0.252498,-0.684321,0.267555,4.877076,0.592278,-0.055096,-0.629697,2.311220,-0.901945,-12.903663,-15.465905,12.607510,4636847331637985300.000000,0.315231,0.474672,-0.767437,0.293865,0.323063,-0.023549,-9.912412,-0.000992,0.003204,0.000000,-27.201168,-7.482662,13.992758,4636847009515438100.000000,0.016759,0.115553,-0.993156,0.002868
1588062568315074,10.004560,-0.792700,-1.541676,-0.349853,-0.939125,0.119650,-22.389954,-14.880825,2.439318,4636847761134714900.000000,0.627374,0.252281,-0.687030,0.265981,4.979689,0.666891,-0.788909,-0.579020,2.481451,-0.979209,-13.086308,-15.136742,12.893262,4636847331637985300.000000,0.324872,0.473996,-0.763173,0.295556,0.329600,-0.025283,-9.912412,-0.001144,0.003204,0.000000,-27.246923,-7.352331,14.083869,4636847009515438100.000000,0.016757,0.115554,-0.993156,0.002867
1588062568322886,10.356210,-1.165807,-1.162460,-0.339705,-0.900845,0.121304,-22.473632,-14.880825,2.549378,4636847761134714900.000000,0.625256,0.252041,-0.689627,0.264472,5.307008,0.606758,-1.371710,-0.525333,2.656070,-1.046068,-13.439379,-14.978484,13.074129,4636847363407771600.000000,0.334971,0.473327,-0.758410,0.297608,0.329600,-0.017876,-9.906743,0.000000,0.003204,0.000000,-27.173234,-7.379385,14.090826,4636847009515438100.000000,0.016755,0.115555,-0.993156,0.002870
1588062568330698,10.506821,-1.116400,-1.223875,-0.310145,-0.875022,0.123595,-22.412999,-14.807787,2.636593,4636847761134714900.000000,0.623167,0.251837,-0.692123,0.263072,5.760375,0.571441,-1.705549,-0.514783,2.824596,-1.091918,-14.086219,-14.985685,13.066928,4636847761134714900.000000,0.345557,0.472546,-0.753226,0.299902,0.323931,-0.041420,-9.894535,-0.000496,0.003204,0.000000,-27.122239,-7.550290,13.998834,4636847009515438100.000000,0.016752,0.115556,-0.993155,0.002872
1588062568338510,10.470612,-0.816954,-1.412096,-0.319185,-0.865218,0.105646,-22.337983,-14.795373,2.649007,4636847944682440700.000000,0.621123,0.251646,-0.694579,0.261609,6.239159,0.720121,-1.289324,-0.588868,3.006170,-1.110312,-14.720605,-15.076143,12.953071,4636847761134714900.000000,0.356783,0.471433,-0.747734,0.302242,0.317392,-0.044034,-9.905000,-0.000076,0.003204,0.000000,-27.235153,-7.568154,13.953062,4636847009515438100.000000,0.016750,0.115558,-0.993155,0.002875
1588062568346322,10.409582,-0.758634,-1.492636,-0.343421,-0.855916,0.087024,-22.254313,-14.649318,2.722034,4636847975883079700.000000,0.619140,0.251435,-0.697011,0.260043,6.750013,1.020031,-0.400985,-0.694524,3.217736,-1.132459,-15.197536,-15.063564,12.642904,4636847761134714900.000000,0.368785,0.469905,-0.741902,0.304578,0.328725,-0.018749,-9.913286,0.000077,0.003204,0.000000,-27.320169,-7.522802,13.998392,4636847009515438100.000000,0.016748,0.115559,-0.993155,0.002878
1588062568354134,10.275473,-0.850785,-1.720672,-0.362672,-0.846300,0.087123,-22.252326,-14.488798,2.891002,4636847975883079700.000000,0.617193,0.251164,-0.699431,0.258430,7.223930,0.937803,0.391535,-0.797000,3.469705,-1.165132,-15.685827,-14.899849,12.424071,4636847761134714900.000000,0.381670,0.467929,-0.735622,0.306971,0.353137,-0.006543,-9.911533,-0.001564,0.003204,0.000000,-27.280517,-7.681882,14.050721,4636847009515438100.000000,0.016746,0.115560,-0.993155,0.002876
1588062568361946,10.181170,-0.658014,-1.841351,-0.358002,-0.833948,0.072978,-22.243660,-14.465773,3.074103,4636847975883079700.000000,0.615281,0.250927,-0.701794,0.256806,7.526739,0.756859,0.418990,-0.866032,3.706178,-1.206109,-16.179448,-14.839171,12.201322,4636847792692718600.000000,0.395323,0.465576,-0.728828,0.309466,0.343564,-0.011329,-9.901961,-0.001641,0.003204,0.000000,-27.200729,-7.812738,14.050721,4636847009515438100.000000,0.016744,0.115561,-0.993155,0.002873
1588062568369758,10.137457,-0.518211,-1.959892,-0.372286,-0.826608,0.056800,-22.241888,-14.538830,3.267668,4636847975883079700.000000,0.613412,0.250690,-0.704130,0.255109,7.965653,0.740716,0.601053,-0.860631,3.933582,-1.251725,-16.747261,-14.943107,11.771028,4636848190631444500.000000,0.409566,0.462964,-0.721406,0.312239,0.323057,-0.030079,-9.898448,-0.001068,0.004691,0.000000,-27.161472,-7.654129,13.999740,4636847009515438100.000000,0.016748,0.115562,-0.993155,0.002873
1588062568377570,10.059105,-0.500504,-2.019336,-0.397745,-0.824765,0.059041,-22.241888,-14.613830,3.369039,4636848159438790700.000000,0.611562,0.250381,-0.706482,0.253346,8.573924,0.512055,0.338554,-0.827444,4.146667,-1.291576,-17.382536,-15.112765,11.156582,4636848190631444500.000000,0.424281,0.460125,-0.713326,0.315337,0.323936,-0.025294,-9.924619,-0.001068,0.004922,0.000000,-27.161472,-7.436947,13.895544,4636847059333870600.000000,0.016753,0.115563,-0.993155,0.002872
1588062568385382,9.994524,-0.500504,-1.984694,-0.399798,-0.822784,0.052513,-22.241888,-14.624469,3.308414,4636848190631444500.000000,0.609719,0.250080,-0.708816,0.251561,9.488322,0.180996,0.495537,-0.784569,4.364900,-1.308040,-17.858291,-15.107394,10.642985,4636848190631444500.000000,0.439414,0.456989,-0.704579,0.318819,0.317392,-0.017870,-9.913293,-0.001068,0.002709,0.000000,-27.201113,-7.397686,13.843195,4636847116889620500.000000,0.016749,0.115564,-0.993155,0.002871
1588062568393194,10.016953,-0.625693,-1.915005,-0.374841,-0.828864,0.039404,-22.314916,-14.561874,3.369026,4636848190631444500.000000,0.607839,0.249878,-0.711119,0.249805,10.663554,-0.050859,1.014146,-0.629518,4.554860,-1.318378,-18.188099,-15.040413,10.111054,4636848190631444500.000000,0.454657,0.453754,-0.695056,0.322941,0.328716,-0.030076,-9.905866,-0.001564,0.002136,0.000000,-27.320524,-7.358055,13.888488,4636847116889620500.000000,0.016744,0.115566,-0.993155,0.002868
1588062568401006,9.959685,-0.886934,-1.893923,-0.333222,-0.829951,0.033734,-22.389934,-14.551225,3.548366,4636848190631444500.000000,0.605913,0.249789,-0.713370,0.248149,11.398102,-0.744891,0.497305,-0.440047,4.674388,-1.347666,-18.687989,-15.065111,9.473316,4636848206325968900.000000,0.469764,0.450622,-0.684783,0.327620,0.324825,-0.036622,-9.912412,-0.001146,0.002632,0.000000,-27.365996,-7.351859,14.031425,4636847116889620500.000000,0.016739,0.115567,-0.993155,0.002867
1588062568408818,9.896879,-1.052933,-1.892148,-0.283043,-0.832689,0.028549,-22.473601,-14.613810,3.816680,4636848282379818000.000000,0.603928,0.249832,-0.715567,0.246614,11.873772,-1.397513,-0.360147,-0.179897,4.781392,-1.331247,-19.317090,-15.229495,8.665578,4636848405379809300.000000,0.484503,0.447617,-0.673755,0.333091,0.305185,-0.036622,-9.906752,-0.000495,0.003204,0.000000,-27.246598,-7.392027,14.181448,4636847067111416800.000000,0.016737,0.115568,-0.993154,0.002868
1588062568416630,9.773260,-1.220281,-2.006885,-0.240900,-0.826767,0.021383,-22.413022,-14.697484,3.930554,4636848481498373100.000000,0.601919,0.249987,-0.717694,0.245184,12.663054,-1.830373,-0.967471,0.223392,4.914997,-1.351408,-19.713698,-15.150018,8.132649,4636848405379809300.000000,0.498728,0.445080,-0.661655,0.339688,0.310843,-0.030965,-9.900204,-0.000573,0.003204,0.000000,-27.235020,-7.430739,14.188572,4636847009515438100.000000,0.016735,0.115569,-0.993154,0.002869
1588062568424442,9.607704,-1.380737,-2.068146,-0.209441,-0.822028,0.023033,-22.129423,-14.501334,3.932562,4636848512753991700.000000,0.599883,0.250204,-0.719775,0.243849,13.607437,-2.409471,-1.863193,0.615250,5.010072,-1.384927,-20.031052,-15.016235,7.492605,4636848405379809300.000000,0.512357,0.443083,-0.648520,0.347259,0.328708,-0.018757,-9.900204,-0.000495,0.003204,0.000495,-27.320169,-7.483138,14.051309,4636847009515438100.000000,0.016733,0.115568,-0.993154,0.002871
1588062568432254,9.426375,-1.362135,-2.106546,-0.198697,-0.815018,0.039925,-22.020618,-14.392769,4.014217,4636848512753991700.000000,0.597834,0.250390,-0.721839,0.242588,15.229229,-1.855324,-2.991837,0.923358,5.118400,-1.435788,-20.354665,-15.186898,6.767690,4636848460118241300.000000,0.525576,0.441492,-0.634384,0.355544,0.341807,-0.012207,-9.911516,-0.001563,0.003204,0.000573,-27.212704,-7.477482,13.992655,4636847009515438100.000000,0.016731,0.115567,-0.993155,0.002868
1588062568440066,9.097295,-1.302883,-2.226586,-0.193958,-0.813016,0.048200,-22.072515,-14.526310,4.111865,4636848512753991700.000000,0.595771,0.250559,-0.723894,0.241359,16.789155,0.163984,-4.355574,1.030706,5.215454,-1.468994,-20.763674,-15.186679,5.827832,4636849156999086100.000000,0.538658,0.439867,-0.619553,0.364031,0.336152,-0.023518,-9.918964,-0.001147,0.002215,0.000000,-27.088228,-7.470931,14.083756,4636847009515438100.000000,0.016726,0.115568,-0.993155,0.002866
1588062568447878,8.857990,-1.387833,-2.340010,-0.180561,-0.809211,0.046398,-22.218750,-14.551225,4.199095,4636848512753991700.000000,0.593702,0.250758,-0.725919,0.240166,17.788179,2.060625,-5.805144,0.918788,5.269230,-1.517681,-21.239541,-15.027984,4.894970,4636849156999086100.000000,0.551879,0.437841,-0.604394,0.372065,0.329600,-0.025312,-9.912412,-0.000990,0.003047,0.001484,-27.195678,-7.510517,14.181415,4636847009515438100.000000,0.016723,0.115564,-0.993155,0.002866
1588062568455690,8.836378,-1.601949,-2.449865,-0.148275,-0.795816,0.047755,-22.314873,-14.478241,4.211554,4636848512753991700.000000,0.591631,0.251013,-0.727878,0.239079,17.982588,1.489008,-6.871784,0.707657,5.310909,-1.570798,-21.545378,-14.881711,4.046557,4636849156999086100.000000,0.565376,0.435215,-0.589075,0.379379,0.335254,-0.012207,-9.906757,-0.002136,0.004846,0.002215,-27.286242,-7.595964,14.239487,4636847009515438100.000000,0.016728,0.115556,-0.993156,0.002862
1588062568463502,8.931994,-1.583662,-2.601433,-0.102079,-0.784511,0.041681,-22.191803,-14.465773,4.211554,4636848512753991700.000000,0.589546,0.251380,-0.729755,0.238118,18.167469,0.540474,-7.540722,0.580824,5.307481,-1.583296,-21.710275,-14.887717,3.132978,4636849156999086100.000000,0.578830,0.432134,-0.573651,0.386187,0.330500,-0.023515,-9.905858,-0.001642,0.002789,0.000573,-27.133850,-7.641834,14.155581,4636847009515438100.000000,0.016725,0.115555,-0.993156,0.002859
1588062568471314,9.177369,-1.366262,-2.687140,-0.092329,-0.784777,0.031468,-22.095672,-14.601293,4.378349,4636848512753991700.000000,0.587456,0.251797,-0.731607,0.237160,18.353743,0.419299,-8.337647,0.422494,5.243663,-1.646154,-21.954394,-14.820672,2.393545,4636849156999086100.000000,0.592232,0.428729,-0.558235,0.392207,0.311740,-0.019663,-9.918064,-0.000574,0.002552,-0.000495,-26.963205,-7.602264,13.915051,4636847009515438100.000000,0.016720,0.115558,-0.993156,0.002859
1588062568479126,9.414679,-1.341033,-2.405915,-0.104632,-0.803334,0.016224,-22.083193,-14.770430,4.646665,4636848512753991700.000000,0.585332,0.252244,-0.733492,0.236112,18.252374,0.254604,-9.176412,0.160275,5.139171,-1.699610,-22.197654,-14.839070,1.563449,4636849156999086100.000000,0.605657,0.424797,-0.543118,0.397177,0.316489,-0.005652,-9.896358,-0.000495,0.004273,-0.001068,-26.996454,-7.477253,13.752091,4636847009515438100.000000,0.016722,0.115563,-0.993155,0.002861
1588062568486938,9.563201,-1.864047,-2.053714,-0.070329,-0.822870,0.019359,-22.145740,-14.795373,4.844013,4636848696140794900.000000,0.583109,0.252776,-0.735387,0.235147,17.915441,-0.612019,-9.953908,-0.163103,4.993353,-1.653785,-22.424270,-14.943780,0.720201,4636849156999086100.000000,0.618975,0.420043,-0.528688,0.401152,0.329600,-0.012207,-9.874883,-0.000574,0.003778,-0.000079,-27.127782,-7.312021,13.835947,4636847009515438100.000000,0.016722,0.115565,-0.993155,0.002863
1588062568494750,9.572389,-2.443070,-1.908206,0.032585,-0.838447,0.032151,-22.229398,-14.722411,4.943716,4636848727502356500.000000,0.580723,0.253518,-0.737227,0.234491,17.181384,-1.475213,-10.516178,-0.474200,4.813609,-1.556920,-22.577670,-15.132036,-0.293897,4636849156999086100.000000,0.632027,0.414445,-0.515123,0.404259,0.323951,-0.006558,-9.887997,0.000000,0.004193,0.001068,-27.207573,-7.266325,13.940855,4636847009515438100.000000,0.016724,0.115562,-0.993155,0.002866
