Y
-0.003204
-0.002029
-0.001068
-0.001628
-0.001068
-0.001068
-0.00267
-0.00208
-0.003418
-0.002403
-0.001175
-0.002696
-0.001602
-0.001068
-0.001068
0
0.001175
0.001549
0.000481
-0.001679
-0.002136
-0.002136
-0.002136
-0.00163
-0.003899
-0.004166
-0.002617
-0.002136
-0.00267
-0.00267
-0.00267
-0.004329
-0.005341
-0.005341
-0.006516
-0.006358
-0.004807
-0.006409
-0.009079
-0.007365
-0.005341
-0.005928
-0.006409
-0.003611
-0.001602
-0.003739
-0.005341
-0.00253
-0.000587
-0.001656
-0.001549
-0.002187
-0.001602
-0.001068
-0.003739
-0.004216
-0.004379
-0.006516
-0.007477
-0.007477
-0.004807
-0.003739
-0.004273
-0.004891
-0.006996
-0.007477
-0.00454
-0.004374
-0.005875
-0.004273
-0.004273
-0.005341
-0.005928
-0.006409
-0.005821
-0.003662
-0.001602
-0.000534
0
0
0.000587
0.000481
0
0.00056
0
0
0
-0.00163
-0.000961
0.000587
-0.000107
-0.000509
-0.000534
-0.000534
0
0
0.001175
0.000374
-0.001068
-0.000509
0
0
-0.00267
-0.003092
-0.001068
-0.001656
-0.002136
-0.002136
-0.001068
-0.001602
-0.00267
-0.001574
-0.002243
-0.002029
-0.001656
-0.003815
-0.002136
-0.001068
-0.003204
-0.00208
-0.001068
-0.000481
0
-0.001119
-0.001602
-0.000534
-0.000534
-0.000506
-0.000587
-0.001656
-0.003311
-0.004832
-0.003739
-0.003204
-0.003739
-0.002642
-0.002136
-0.000961
-0.000587
-0.001068
-0.000534
-0.001068
-0.000534
0.000506
0
0.000587
0.000481
0.00056
0.000534
0
0.000534
0.000506
-0.001175
-0.000961
0
-0.00056
-0.001602
-0.004273
-0.004273
-0.001574
-0.001656
-0.002724
-0.004967
-0.005849
-0.004273
-0.003204
-0.004273
-0.004216
-0.002617
-0.003899
-0.004166
-0.004323
-0.004273
-0.002136
-0.003204
-0.004779
-0.003098
-0.002136
-0.003899
-0.0059
-0.005875
-0.005341
-0.005341
-0.005341
-0.004166
-0.004379
-0.003578
-0.002696
-0.00267
-0.002136
-0.00267
-0.004329
-0.001816
0.000481
-0.001175
-0.001577
-0.000534
0
0
-0.000562
-0.000481
0.000587
0.000481
0
0
0.000534
0.000534
-0.000562
0.001282
0.002029
0.001068
0.000509
0
0.001068
0.001068
0.001687
0.002029
0.000481
0.001175
0.001577
0.001602
0.001602
0.002136
0.004329
0.004753
0.003098
0.002724
0.003204
0.004273
0.004273
0.003204
0.003204
0.003204
0.002617
0.002724
0.004323
0.003204
0.00267
0.00267
0.002193
0.001442
0
0
-0.001237
-0.002136
-0.001495
-0.004273
-0.005768
-0.005982
-0.007691
-0.006623
-0.004059
-0.003204
-0.002564
-0.002136
